desc_epigrafe,id_local,lat,lon,points_in_radius
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270521637,40.47972182105283,-3.705032917441384,8
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270522012,40.47972182105283,-3.705032917441384,8
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270522283,40.46315528627828,-3.691425326365239,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270522351,40.42130444144604,-3.7201359692406655,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270522417,40.42130444144604,-3.7201359692406655,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270522561,40.365049274380105,-3.737687074279154,7
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270523302,40.47168078257294,-3.6440434748433663,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270524072,40.420580922486174,-3.701527501678116,12
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270524707,40.45955623972737,-3.699668004857743,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270525292,40.43483852688828,-3.6592313282893447,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270530845,40.38693292277026,-3.6536275184174687,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270531605,40.36766811819456,-3.597494293805111,8
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270531637,40.36766811819456,-3.597494293805111,8
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270535899,40.44641161237175,-3.670818037870001,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270536773,40.441339030704825,-3.6503806251364583,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270537741,40.407994568375685,-3.67898101607354,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270537861,40.43076882575832,-3.6987685344875887,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270537991,40.431559306520036,-3.709516872909902,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270537997,40.36316417550932,-3.692841164385636,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270539917,40.46964718393181,-3.687492871530761,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270540405,40.46181557525872,-3.695492485088897,6
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270543247,40.43104217855721,-3.701235242080505,6
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270543904,40.41381894503671,-3.7257372236535176,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270544908,40.434791804803574,-3.7038915990777115,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270545392,40.40897886068751,-3.7071819597765487,10
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270546019,40.41369372505481,-3.6977550323079016,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270549078,40.467589467044505,-3.814394231552292,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270551377,40.378844097999036,-3.620611648922557,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270552049,40.40245030634008,-3.6734338593346743,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270554873,40.38589482121274,-3.7629378888542537,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270556407,40.392408048590774,-3.655659835114957,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270556452,40.47663894233149,-3.705330995410264,9
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270557334,40.3860203836733,-3.6263797018393964,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270558489,40.4170301968184,-3.7061582748134367,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270564853,40.36766811819456,-3.597494293805111,8
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270566384,40.365049274380105,-3.737687074279154,7
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280000078,40.42124163469697,-3.687507065911843,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280000153,40.4264616498992,-3.6883853039135333,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280002521,40.422344456718996,-3.674610495569898,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280003151,40.43402068226773,-3.6651772857418754,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280003430,40.43689819880564,-3.6723506807221087,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280003712,40.431143684058156,-3.6719632590329248,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280003898,40.430115133261616,-3.682999596901676,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280003964,40.43690421088026,-3.68516688217982,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280004015,40.433634568833455,-3.6819975758259864,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280007429,40.416363264683774,-3.709145053878285,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280007831,40.40914472624627,-3.7168360068902717,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280008310,40.408895982015316,-3.707475731900829,10
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280008339,40.40776293243678,-3.7071338764024757,10
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280008360,40.4083842291181,-3.7071875211241134,10
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280009039,40.41012962710986,-3.6941824782966095,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280009357,40.414753575261905,-3.7027635033791744,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280009610,40.42110105160124,-3.7004366470169328,10
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280011968,40.407553549207705,-3.7133543500002113,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280016037,40.41051629594954,-3.6958011161760167,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280016618,40.40915945979496,-3.718816148640794,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280017012,40.39992076896351,-3.698932741326512,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280017109,40.398084280697134,-3.701682801674135,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280017660,40.40116290444684,-3.697625752890017,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280018345,40.39830145374215,-3.6940610932846023,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280019848,40.405467620951704,-3.673558210711507,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280021431,40.44308526095428,-3.674263482100398,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280021676,40.444926978845274,-3.6735979560627783,7
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280021721,40.441931134722964,-3.6728842694818318,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280021902,40.446720363513826,-3.670396588184772,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280022780,40.46304818926188,-3.6682469406343134,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280023102,40.473155837513296,-3.6867879082855985,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280027128,40.452057547173794,-3.6866532767947935,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280029513,40.449818365651936,-3.709873850863339,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280029746,40.45486247439654,-3.7056104711670335,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280029848,40.45135269182713,-3.7035217757006036,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280030225,40.448355899312624,-3.701497713848444,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280030418,40.452110095038854,-3.6959585990150456,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280030452,40.451049500687695,-3.6970444016974096,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280030872,40.45841947143089,-3.695445785507332,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280031912,40.46197841098402,-3.698383906078522,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280031913,40.461934508940566,-3.698194733718813,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280035955,40.435299800942225,-3.7165358670456676,9
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280036767,40.430986435053676,-3.7044767601004063,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280037473,40.43073147192775,-3.697494892515105,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280037526,40.43118649133367,-3.698230541621091,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280038087,40.436039912592015,-3.6986343387723033,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280038284,40.44367850362934,-3.698807752739063,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280038408,40.44123533592945,-3.706517502237091,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280039428,40.38589482121274,-3.7629378888542537,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280039533,40.38589482121274,-3.7629378888542537,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280039729,40.42130444144604,-3.7201359692406655,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280043230,40.378559580074594,-3.779453537089583,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280043638,40.400281669302366,-3.750644645727252,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280044122,40.422664141735375,-3.718794851190896,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280044231,40.4275951958076,-3.718293270411734,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280044728,40.457092166525115,-3.7137008961427522,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280045046,40.45915661577453,-3.710550059288799,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280045387,40.42376087543926,-3.7235216776060738,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280047118,40.479097959804285,-3.714216801479569,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280047514,40.47861739924637,-3.7059061964245377,8
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280047807,40.47593661314733,-3.7111515125824215,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280048225,40.49812455326853,-3.69201988074665,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280048388,40.47779388925679,-3.706511047504937,9
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280048534,40.50694871393826,-3.665153218238975,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280048898,40.51474734748813,-3.7270834461945728,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280048921,40.50388553714731,-3.710655630969175,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280050018,40.38602828173325,-3.6990129664438567,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280052439,40.365049274380105,-3.737687074279154,7
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280052453,40.365049274380105,-3.737687074279154,7
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280052581,40.39503696279032,-3.707978729086717,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280052652,40.39383247082998,-3.711936970353929,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280052787,40.39605222829096,-3.709898265160886,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280053397,40.402502491774726,-3.7230348777234266,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280054187,40.38375196330834,-3.7447591450489854,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280054419,40.38554332132203,-3.7365318255537163,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280054728,40.386074261971686,-3.72809032246445,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280055499,40.382370318794436,-3.7410448291374867,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280055932,40.39122049650742,-3.741954707727803,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280057912,40.38355155674533,-3.6636676296152966,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280059592,40.389250444215605,-3.645202098358838,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280064344,40.40627854334864,-3.6546866080616263,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280066996,40.42138690689259,-3.6100867043998974,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280069375,40.47073323576127,-3.6427132236539865,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280071163,40.42553923879992,-3.656393922693464,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280071828,40.434271399433925,-3.6415054803849474,6
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280072687,40.4336565942819,-3.6595381132758282,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280073305,40.42523301515278,-3.656379157369963,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280073465,40.468768069379884,-3.6668291251099068,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280074200,40.437371159026014,-3.638115672743944,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280074321,40.437371159026014,-3.638115672743944,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,280074328,40.437371159026014,-3.638115672743944,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285000470,40.42782320459782,-3.661909640500513,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285001018,40.432278739102934,-3.6781641398159035,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285001866,40.408868884475815,-3.7074872337244855,10
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285003270,40.42479238027849,-3.7008285879249714,7
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285003279,40.42450010604272,-3.7014856998457746,7
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285004706,40.39519962166718,-3.700486436454842,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285005288,40.404726408860704,-3.6908037517876697,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285005801,40.40636180112196,-3.6762540223337363,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285006313,40.41284911773854,-3.67611859523264,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285006693,40.445371211106384,-3.668461210018679,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285007109,40.44785341549496,-3.6723064236334726,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285008794,40.453579791043474,-3.6927541654638016,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285010796,40.45719723514566,-3.70537542834122,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285011132,40.47174473159102,-3.698284535137194,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285011195,40.468386385178476,-3.693448783996852,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285012417,40.44496333270735,-3.7038326108412796,5
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285013339,40.426465273487096,-3.727558796190928,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285013532,40.42994265803605,-3.7189193804154868,6
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285016573,40.50350678932887,-3.7092353779315066,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285016800,40.50421938844226,-3.709089454577833,2
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285019117,40.389554083293284,-3.7516919600379937,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285024429,40.39174946790762,-3.736705481683281,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285027779,40.37119454697793,-3.738931862496947,0
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285031600,40.378643723296925,-3.624379520501994,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285033184,40.40262040064289,-3.606759110240672,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285037602,40.39803798629528,-3.668393601640416,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285039273,40.46798326621576,-3.639867778931008,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285039639,40.47066123335356,-3.6427007407859455,4
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285044154,40.43318288794443,-3.6476848069808017,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285046124,40.43330270433509,-3.6584028284746495,3
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,285046425,40.44027995081263,-3.644828724603145,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,290000372,40.402027611491,-3.719730169799603,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,290000782,40.40697783818583,-3.6073403625232165,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",10000162,40.4268475079295,-3.699164132267136,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",10001627,40.42342705074152,-3.7090306212307538,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",10001629,40.42342705074152,-3.7090306212307538,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",10001648,40.41144392055849,-3.6988396813032742,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000034,40.39495541004086,-3.696171269761081,9
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000038,40.40995718051667,-3.7194728534446377,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000044,40.40289523850478,-3.6971958240358647,7
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000047,40.40289523850478,-3.6971958240358647,7
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000049,40.40995718051667,-3.7194728534446377,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000053,40.39987418302611,-3.702160961792408,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",20000964,40.39495541004086,-3.696171269761081,9
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",30000367,40.40506229552384,-3.676630036995253,6
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",40000848,40.425761696930536,-3.664777624959023,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",40001018,40.437259010503276,-3.6644663950309697,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",40001044,40.43406791861935,-3.671049169086412,6
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",60000102,40.45596674856912,-3.700314809139815,4
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",60000166,40.457145779097054,-3.70050396166279,13
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",60000692,40.45596674856912,-3.700314809139815,4
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",60000724,40.46953375780218,-3.7018830620879024,0
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",60000889,40.44912789859257,-3.7034515223818607,14
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",60001344,40.46935140222213,-3.69026195202711,0
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",60002893,40.44912789859257,-3.7034515223818607,14
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",60003112,40.44912789859257,-3.7034515223818607,14
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",70000253,40.43621577225151,-3.697858113266647,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",70000430,40.43496065819188,-3.7145634325239616,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",70000453,40.43496065819188,-3.7145634325239616,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",80000569,40.47772288791505,-3.7136831342452186,7
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",90001013,40.45867843435863,-3.78191165236826,0
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",100000240,40.38605818590589,-3.7572729093803727,9
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",100000513,40.39750651544809,-3.765826304430024,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",100000705,40.40512820924198,-3.745124221338549,10
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",100000706,40.377678389086704,-3.768417311768478,9
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",100001063,40.38893942758611,-3.76164087002517,9
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",100001147,40.38893942758611,-3.76164087002517,9
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",100001293,40.377678389086704,-3.768417311768478,9
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",110001116,40.39365767534757,-3.7355597691745546,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",110001330,40.38941843122432,-3.7419938414293736,13
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",110001336,40.39682800921194,-3.714124898700129,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",110002007,40.38569884839453,-3.74461564733198,7
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",110002847,40.38159797724054,-3.730751714582997,7
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",110002896,40.39180421415766,-3.725194600432863,4
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",110002897,40.39180421415766,-3.725194600432863,4
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",110003060,40.39682800921194,-3.714124898700129,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",110003857,40.386352197510284,-3.738248974809345,10
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",120000091,40.38637628460987,-3.70105479168728,14
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",120000163,40.367673343403396,-3.701061432157864,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",120000190,40.367673343403396,-3.701061432157864,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",120000596,40.373547551350576,-3.690520821320833,4
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",130000043,40.38395665081415,-3.641322792692523,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",130000573,40.38464811550021,-3.6719253535429055,9
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",130001246,40.38518778054816,-3.667394851426424,9
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",130001867,40.39522163980047,-3.667788374106741,6
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",130001875,40.39522163980047,-3.667788374106741,6
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",130002240,40.38941004381471,-3.647289072934009,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",130002271,40.38395665081415,-3.641322792692523,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",140000114,40.401825521657855,-3.640631960919348,4
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",150000047,40.433482092736064,-3.6569426309200734,7
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",150000279,40.43826645196339,-3.6536642116733313,6
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",150000445,40.42756431538938,-3.642290547528528,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",150001650,40.43042493970163,-3.641433560152393,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",150001674,40.43826645196339,-3.6536642116733313,6
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",150001897,40.43855987277954,-3.639848367347878,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",150002504,40.44107109569312,-3.6499653499859672,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",150002553,40.431214224976884,-3.642065903457208,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",160001503,40.460093172213774,-3.6476362889440446,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",160001862,40.46554009103039,-3.630313938576605,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",160001968,40.47080079426581,-3.633724988569856,2
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",170000341,40.34859099292578,-3.689206821906803,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",170000468,40.3517419967837,-3.697104906062085,4
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",180000472,40.378627931272646,-3.623967062775482,5
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",190000092,40.403741746983705,-3.6076883874209513,6
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",190000094,40.403741746983705,-3.6076883874209513,6
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",190000105,40.403741746983705,-3.6076883874209513,6
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",190000208,40.403741746983705,-3.6076883874209513,6
